diagnosis_code,en_name ,ar_name ,category
,Nodular sclerosis classical Hodgkin lymphoma,التصلب العقدي سرطان الغدد الليمفاوية هودجكين الكلاسيكي,Neoplasms
,Lymphocyte-rich classical Hodgkin lymphoma,سرطان الغدد الليمفاوية هودجكين الكلاسيكي الغني بالخلايا الليمفاوية,Neoplasms
,Mixed cellularity classical Hodgkin lymphoma,خلوية مختلطة سرطان الغدد الليمفاوية هودجكين الكلاسيكي,Neoplasms
,"Lymphocyte depleted classical Hodgkin
lymphoma","استنفدت الخلايا الليمفاوية هودجكين الكلاسيكية
ورم لمفي",Neoplasms
,"Classical Hodgkin lymphoma, unspecified",سرطان الغدد الليمفاوية هودجكين الكلاسيكي غير محدد تقريبا,Neoplasms
,"Hodgkin lymphoma, unspecified",لمفومة هودجكين غير محددة تقريبا,Neoplasms
,Histiocytic or dendritic cell neoplasms,أورام الخلايا النسيجية أو المتغصنة,Neoplasms
,Juvenile xanthogranuloma,ورم زانثوحبيبي الأحداث,Neoplasms
,Histiocytic sarcoma,ساركوما الخلايا النسيجية,Neoplasms
,Langerhans cell histiocytosis,داء المنسجات الخلوية لانجرهانز,Neoplasms
,Langerhans cell histiocytosis involving the skin,داء المنسجات الخلوية لانجرهانز الذي يصيب الجلد,Neoplasms
,Other specified Langerhans cell histiocytosis,تعدد الخلايا الأخرى المحددة لانجرهانز,Neoplasms
,Langerhans cell sarcoma,ساركوما خلايا لانجرهانز,Neoplasms
,Interdigitating dendritic cell sarcoma,ساركوما الخلايا المتغصنة المتداخلة,Neoplasms
,Follicular dendritic cell sarcoma,ساركوما الخلايا المتغصنة الجريبية,Neoplasms
,Indeterminate dendritic cell tumour,ورم الخلايا التغصنية غير المحدد,Neoplasms
,Fibroblastic reticular cell tumour,ورم الخلايا الشبكية الليفية,Neoplasms
,"Other specified histiocytic or dendritic cell
neoplasms","الخلايا المنسجة أو المتغصنة المحددة الأخرى
الأورام",Neoplasms
,"Histiocytic or dendritic cell neoplasms,
unspecified","أورام الخلايا النسيجية أو المتغصنة ،
محدد",Neoplasms
,"Immunodeficiency-associated
lymphoproliferative disorders","المرتبطة بنقص المناعة
اضطرابات التكاثر اللمفاوي",Neoplasms
,"Post-transplant lymphoproliferative disorder,
early lesion","اضطراب التكاثر الليمفاوي بعد الزرع ،
الآفة المبكرة",Neoplasms
,Reactive plasmacytic hyperplasia,تضخم الخلايا التفاعلي,Neoplasms
,"Post-transplant lymphoproliferative disorder, Infectious mononucleosis-like","اضطراب التكاثر الليمفاوي بعد الزرع ، يشبه عدد كريات الدم البيضاء المعدية",Neoplasms
,"Polymorphic post-transplant
lymphoproliferative disorder","متعدد الأشكال بعد الزرع
اضطراب التكاثر اللمفاوي",Neoplasms
,"Other specified immunodeficiency-associated
lymphoproliferative disorders","محدد آخر مرتبط بنقص المناعة
اضطرابات التكاثر اللمفاوي",Neoplasms
,"Immunodeficiency-associated lymphoproliferative disorders, unspecified","اضطرابات التكاثر اللمفاوي المرتبطة بنقص المناعة ، غير محددة",Neoplasms
,"Malignant haematopoietic neoplasms without
further specification","الأورام المكونة للدم الخبيثة بدون
مزيد من المواصفات",Neoplasms
,"Acute leukaemia, not elsewhere classified","ابيضاض الدم الحاد ، غير مصنف في مكان آخر",Neoplasms
,Myeloid leukaemia,ابيضاض الدم النخاعي,Neoplasms
,"Chronic myeloid leukaemia, not elsewhere
classified","ابيضاض الدم النخاعي المزمن ، وليس في أي مكان آخر
تصنيف",Neoplasms
,"Lymphoid leukaemia, not elsewhere classified","ابيضاض الدم اللمفاوي ، غير مصنف في مكان آخر",Neoplasms
,"Leukaemia, unspecified",اللوكيميا غير المحددة تقريبا,Neoplasms
,"Malignant lymphoma, not elsewhere classified","سرطان الغدد الليمفاوية الخبيثة، غير مصنفة في مكان آخر",Neoplasms
,"Other malignant haematopoietic neoplasms
without further specification","الأورام المكونة للدم الخبيثة الأخرى
بدون مزيد من المواصفات",Neoplasms
,"Neoplasms of haematopoietic or lymphoid
tissues, unspecified","أورام المكونة للدم أو اللمفاوية
الأنسجة غير المحددة",Neoplasms
,"Chondrosarcoma, primary site","الساركوما الغضروفية، الموقع الأساسي",Neoplasms
,"Chondrosarcoma of bone or articular cartilage
of limbs","الساركوما الغضروفية في العظام أو الغضروف المفصلي
من الأطراف",Neoplasms
,"Chondrosarcoma of bone or articular cartilage
of pelvis","الساركوما الغضروفية في العظام أو الغضروف المفصلي
من الحوض",Neoplasms
,"Chondrosarcoma of bone or articular cartilage
of ribs, sternum or clavicle","الساركوما الغضروفية في العظام أو الغضروف المفصلي
من الأضلاع أو القص أو الترقوة",Neoplasms
,"Chondrosarcoma of bone or articular cartilage
of other specified sites","الساركوما الغضروفية في العظام أو الغضروف المفصلي
من مواقع محددة أخرى",Neoplasms
,"Chondrosarcoma of bone or articular cartilage
of unspecified sites","الساركوما الغضروفية في العظام أو الغضروف المفصلي
من المواقع غير المحددة",Neoplasms
,"Osteosarcoma, primary site","ساركوما العظمية ، الموقع الأساسي",Neoplasms
,"Osteosarcoma of bone or articular cartilage of
jaw","الساركوما العظمية في العظام أو الغضاريف المفصلية
حنك",Neoplasms
,"Osteosarcoma of bone or articular cartilage of
limbs","الساركوما العظمية في العظام أو الغضاريف المفصلية
اطرافه",Neoplasms
,"Osteosarcoma of bone or articular cartilage of
pelvis","الساركوما العظمية في العظام أو الغضاريف المفصلية
حوض",Neoplasms
,Osteosarcoma of bone and articular cartilage of other specified sites,الساركوما العظمية في العظام والغضاريف المفصلية لمواقع محددة أخرى,Neoplasms
,Osteosarcoma of bone and articular cartilage of unspecified sites,الساركوما العظمية في العظام والغضاريف المفصلية في مواقع غير محددة,Neoplasms
,"Ewing sarcoma, primary site","ساركوما يوينغ ، الموقع الأساسي",Neoplasms
,"Ewing sarcoma of bone or articular cartilage of
limbs","ساركوما إوينغ في العظام أو الغضروف المفصلي
اطرافه",Neoplasms
,"Ewing sarcoma of bone or articular cartilage of
pelvis","ساركوما إوينغ في العظام أو الغضروف المفصلي
حوض",Neoplasms
,"Ewing sarcoma of bone or articular cartilage of
ribs","ساركوما إوينغ في العظام أو الغضروف المفصلي
اضلاع",Neoplasms
,Ewing sarcoma of soft tissue,ساركوما يوينغ للأنسجة الرخوة,Neoplasms
,"Ewing sarcoma of bone and articular cartilage of
other specified sites","ساركوما يوينغ في العظام والغضاريف المفصلية
مواقع محددة أخرى",Neoplasms
,"Ewing sarcoma of bone and articular cartilage of
unspecified sites","ساركوما يوينغ في العظام والغضاريف المفصلية
مواقع غير محددة",Neoplasms
,"Fibroblastic or myofibroblastic tumour, primary
site","ورم ليفي أو ليفي عضلي ، أولي
موقع",Neoplasms
,"Myxofibrosarcoma, primary site","الساركوما الليفية المخاطية ، الموقع الأساسي",Neoplasms
,Fibroblastic or myofibroblastic tumour of skin,ورم الخلايا الليفية أو الليفية العضلية في الجلد,Neoplasms
,"Other specified fibroblastic or myofibroblastic
tumour, primary site","الخلايا الليفية أو الأرومات الليفية العضلية المحددة الأخرى
الورم ، الموقع الأساسي",Neoplasms
,"Fibroblastic or myofibroblastic tumour, primary
site, unspecified","ورم ليفي أو ليفي عضلي ، أولي
الموقع غير محدد",Neoplasms
,"Unclassified pleomorphic sarcoma, primary site","ساركوما متعددة الأشكال غير مصنفة ، الموقع الأساسي",Neoplasms
,Unclassified pleomorphic sarcoma of skin,ساركوما متعددة الأشكال غير مصنفة للجلد,Neoplasms
,"Unclassified pleomorphic sarcoma of
retroperitoneum or peritoneum","ساركوما متعددة الأشكال غير مصنفة
خلف الصفاق أو الصفاق",Neoplasms
,"Unclassified pleomorphic sarcoma, primary site, other specified site","ساركوما متعددة الأشكال غير مصنفة ، موقع أساسي ، موقع محدد آخر",Neoplasms
,"Unclassified pleomorphic sarcoma, primary site, unspecified site","ساركوما متعددة الأشكال غير مصنفة ، موقع أساسي ، موقع غير محدد",Neoplasms
,"Rhabdomyosarcoma, primary site","الساركوما العضلية المخططة ، الموقع الأساسي",Neoplasms
,Rhabdomyosarcoma of the oral cavity or pharynx,الساركوما العضلية المخططة في تجويف الفم أو البلعوم,Neoplasms
,"Rhabdomyosarcoma of respiratory or
intrathoracic organs","الساركوما العضلية المخططة في الجهاز التنفسي أو
الأعضاء داخل الصدر",Neoplasms
,Rhabdomyosarcoma of male genital organs,الساركوما العضلية المخططة في الأعضاء التناسلية الذكرية,Neoplasms
,"Rhabdomyosarcoma, other specified primary site","الساركوما العضلية المخططة ، موقع أساسي محدد آخر",Neoplasms
,"Rhabdomyosarcoma, unspecified primary site","الساركوما العضلية المخططة ، موقع أساسي غير محدد",Neoplasms
,"Angiosarcoma, primary site","الساركوما الوعائية ، الموقع الأساسي",Neoplasms
,Angiosarcoma of heart,ساركوما وعائية في القلب,Neoplasms
,Angiosarcoma of skin,الساركوما الوعائية في الجلد,Neoplasms
,Angiosarcoma of breast,الساركوما الوعائية في الثدي,Neoplasms
,Angiosarcoma of liver,الساركوما الوعائية في الكبد,Neoplasms
,"Angiosarcoma, other specified primary site","الساركوما الوعائية ، موقع أساسي محدد آخر",Neoplasms
