uhia_code ,ar_name,en_name ,category,,,,,,,,,,,,,,,,,,
UHIA-2555,تركيب جذع طويل للفخذ ,Stem For Femoral Component,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2556,تركيب جذع طويل للقصبة ,Stem For Tibial Component,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2557,تركيب دعامات لمفصل الركبة (الفخذ),Femoral Component Augment,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2558,تركيب دعامات لمفصل الركبة (القصبة),Tibial Component Augment (Wedges \ Blocks \ Cones),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2559,تركيب مباعد اسمنتي في حالات التهاب مفصل الركبة,Spacer In Infected Knee Arthroplasty,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2560,تغيير البلاستيك في حالات التهاب مفصل الركبة,Plastic Insert Exchange ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2561,سمكرة مفصل الركبة,Arthrodesis Of Knee Joint ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2562,فك التصاقات لمفصل ركبة متيبس,Stiff Knee Adhesolysis,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0142,تركيب مفصل ركبة كامل,Total Knee Replacement,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2563,تركيب مفصل ركبه اولي للحالات المعقدة,Total Knee Arthroplasty For Complex Primary Cases,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2564,تركيب مفصل ركبه في حالات كسور اسفل الفخذ ,Total Knee Arthroplasty For Distal Femoral Fractures,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2565,تركيب مفصل ركبه في حالات كسور أعلي القصبة ,Total Knee Arthroplasty For Proximal Tibial Fractures,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0164,تركيب مفصل مؤقت للركبة,Replacement Of Temporary Knee Joint,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2566,تركيب نصف مفصل ركبه,Uni Compartmental Knee Arthroplasty,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0155,مفصل ركبة إسمنتي ثابت,Replacement Of Fixed/Cemented Knee Joint,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0156,مفصل ركبة إسمنتي متحرك,Replacement Of Dynamic Knee Joint,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0157,مفصل ركبة للإعادة,Revision Total Knee Arthroplasty,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0279,تصليح مغلق للكسور البسيطة بالقدم وأصابع القدم بدون جراحة,Closed Reduction Of Simple Fracture Of Foot Or Toe,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2567,استئصال تليفات بأوتار القدم,Adhesolysis Or Tenolysis In Foot ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2568,استئصال زوائد عظمية بالقدم,Excision Of Bony Exostosis (Bunion - Haglund),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2569,استئصال نكروز بعظام الكعب,Sequestrectomy Of Ankle,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0239,استئصال نكروز بعظام الفخذ,Sequestrectomy Of Femur,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0234,استئصال نكروز بعظام الكتف,Sequestrectomy Of Shoulder Bone,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0235,استئصال نكروز بعظام العضد,Sequestrectomy Of Humerus Bone,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0236,استئصال نكروز بعظام الزند أو الكعبرة,Sequestrectomy Of Radius Or Ulna,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0237,استئصال نكروز بعظام الرسغ أو الأمشاط,Sequestrectomy Of Wrist Bones And Hand Bones,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0238,استئصال نكروز بعظام الحوض,Sequestrectomy Of Pelvic Bone,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0240,استئصال نكروز بعظام الرضفة أو الركبة,Sequestrectomy Of Knee Or Patella Bone,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0241,استئصال نكروز بعظام الساق,Sequestrectomy Of Tibia Or Fibula,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2570,استئصال نكروز بعظام أمشاط القدم,Sequestrectomy Of Foot Bones,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0254,بتر جزئي للقدم,Partial Amputation Of Foot,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0280,بتر عقلة بأصبع القدم,Amputation Of Foot Phalanx ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0216,بتر من مستوي الكاحل,Amputation At The Level Of The Ankle,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2571,تثبيت كسور القدم باسلاك معدنية,K Wire Fixation For Simple Foot Fractures,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0252,تطويل وتر اكيليس بالكاحل,Lengthening Of Achilles Tendon,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2572,تطويل وتر اكيليس من خلال الجلد,Achilles Tendon Lengthening (Percutaneus Tenotomy),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2573,شق الغشاء المبطن للقدم,Foot Fasciotomy,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2574,قطع وتر من خلال الجلد,Tenotomy,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2575,اصلاح الرباط الداخلي لمفصل الكاحل,Ankle Medial Ligament Repair,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2576,اصلاح قطع بوتر قابض أو باسط بالقدم,Foot Flexor Or Extensor Tendon Repair,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2577,تثبيت أو سمكرة مفصل العظمة المشطية لإبهام القدم,Arthrodesis First Mtpj,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2578,تثبيت أو سمكرة مفصل الكاحل,Arthrodesis Ankle Joint ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0199,استئصال السمكرة الكاذبة مع ترقيع عظمى وتثبيت داخلي,Excision And Reconstruction Of Pseudoarthrodesis,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2579,تثبيت أو سمكرة مفصل تحت الكاحل,Arthrodesis Subtalar Joint,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2580,تثبيت كسور القدم مسامير أو شريحة و مسامير,Foot Fracture Fixation Using Screws Or Plate And Screws,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2581,تثبيت مفصل منتصف القدم,Fusion Of Midfoot,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2582,تصليح كسور اصابع القدم,Open Reduction Of Fracture Of Phalanx Of Toe,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2583,تصليح كسور اصابع اليد ,Open Reduction Of Fracture Of Of Fingers,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2584,تطويل عضلة السمانة (إجراء مفتوح),Gastrocnemius Recession,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2585,تطويل وتر اكيليس (إجراء مفتوح),Achilles Tendon Lengthening (Open),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2586,رد خلع بأصابع القدم,Open Reduction Of Dislocation Of Phalanx Of Toe,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2587,رد خلع بأصابع اليد,Open Reduction Of Dislocation Of Of Fingers,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0230,سمكرة مفصل القدم,Arthrodesis Foot Joints,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2588,سمكرة مفصل منتصف القدم,Arthrodesis Of Midfoot,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2589,شق عظمي بالعظام المشطية,Metatarsal Osteotomy ( Hallux Valgus Or Weil),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2590,شق عظمي بعظمة الكعب,Calcaneal Osteotomy,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2591,شق عظمي بعقلة الاصبع,Phalangeal Osteotomy (Hallux Valgus ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2592,شق عظمي بمنتصف القدم,Midfoot Osteotomy,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2593,منظار جراحي لمفصل الكاحل,Ankle Arthroscopy,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2594,منظار جراحي لمفصل تحت الكاحل,Subtalar Joint Arthroscopy,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2595,نقل الوتر الخلفي للكاحل لاصلاح سقوط القدم,Tibialis Posterior Transfer For Drop Foot,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2596,نقل الوتر القابض لأصابع القدم الي زورقيه القدم,FDL Transfer To Navicular,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2597,نقل وتر القابض لإبهام القدم الي عظمة الكعب,FHL Transfer To Calcaneus,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2598,نقل وتر بالقدم,Tendon Transfer In Foot,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2599,اصلاح اعوجاج معقد بعظام القدم (قدم حدباء أو قدم مفلطحة),Correction Of Complex Foot Deformity (Cavus Or Flatfoot),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2600,اصلاح الرباط الخارجي لمفصل الكاحل,Ankle Lateral Ligament Repair (Brostrom),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0202,اصلاح عيب خلقي بالقدم,Foot Congenital Anomaly Correction,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2601,اصلاح قطع بوتر اكيليس,Achilles Tendon Repair,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0171,اعادة بناء الاربطة داخل مفصل القدم / أصابع القدم,Ligaments Repair Of Foot Or Toes Joint,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2602,تركيب مسمار نخاعي لسمكرة مفصل الكاحل و تحت الكاحل,Calcaneo Tibial Nail For Ankle And Subtalat Fusion,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2603,رد مفتوح و تثبيت داخلي لكسر بعظمة الثالوث,Orif Farcture Talus,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2604,رد مفتوح و تثبيت داخلي لكسر بعظمة الكعب بشريحة و مسامير,Orif Fracture Calcaneus,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2605,رد مفتوح و تثبيت داخلي لكسر و خلع بالعظام المشطية للقدم,Orif Of Lisfranc Fracture Dislocation,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2606,ترقيع باستخدام اسمنت طبي بعد استئصال ورم,Bone Cement Filling Of Bony Cavity After Tumor Excision,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0257,استكشاف لأخذ عينة جراحيا عينة تشخيصية من العظام,Biopsy Of Bone,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0214,بتر تحت الركبة .,"Amputation, Below Knee",صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0253,بتر جزئي لليد,Partial Amputation Of Hand,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2607,ترقيع عظمي صناعي,Bone Substitutes Application In Bony Defect,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2608,ترقيع عظمي من الحوض,Iliac Crest Graft Harvesting,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2609,استكشاف و تسليك الاعصاب أو الاوعية الدموية حول اورام العظام,Neurovascular Exploration Around Bone Tumors,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2610,استئصال ورم عظمي حميد ,Resection Of Benign Bone Tumor ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2611,استئصال ورم نسيجي حميد,Resection Of Benign Soft Tissue Tumor ,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0213,بتر أعلى المرفق,Amputation Of Above Elbow,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0212,بتر تحت المرفق,Amputation Of Below Elbow,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0215,بتر فوق الركبة,"Amputation, Above Knee",صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0217,بتر من الرسغ,Amputation Of Wrist,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2612,ترقيع عظمي من الشظية,Fibular Graft Harvesting,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2613,تركيب مسمار نخاعي تشابكي لتثبيت كسر باثولوجي بالعظام,Intramedullary Nailing For Pathological Fractures,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2614,عمل رقعة عضلية حول المفاصل الصناعية بعد استئصال الاورام,Local Flap Reconstruction After Tumor Resection,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2615,معالجة تجويف الورم باستخدام غاز النيتروجين السائل أو مادة الفينول الثلاثي,Use Of Local Adjuvants In Bony Cavity As Liquid Nitrogen Or Phenol,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0054,استئصال الطرف السفلي من مفصل الفخذ,Hip Disarticulation,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2616,اعادة كحت لاستئصال ورم مرتجع بالعظام,Recurettage Of Recurrent Benign Bony Lesions,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0053,بتر الاطراف من خلال مفصل الكتف ,Shoulder Disarticulation,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2617,بتر الربع الامامي أو الخلفي بالطرف السفلى أو العلوي,Foreqaurter Or Hind Qaurter Amputation,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2618,استئصال جذري لأورام العظام واعادة اعمار الأطراف السفلي,Wide Margin Resection Of Malignant Bone Tumors(Lower Limbs),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2619,استئصال جذري لأورام العظام واعادة اعمار الأطراف العلوي,Wide Margin Resection Of Malignant Bone Tumors(Upper Limbs),صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-0200,استئصال اورام العظام مع ترقيع عظمى,Excision Of Bone Tumors Includes Bone Graft,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2620,استئصال نصف الحوض لمعالجة أورام الحوض,Hemipelvectomy,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2621,استئصال ورم نسيجي خبيث بحدود امان واسعة,Wide Margin Resection Of Malignant Soft Tissue Tumors,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2622,اعادة تغيير و زرع العظام بعد معالجة اورام خبيثة بالنيتروجين السائل,Extracorpeal Recycling In Liquid Nitrogen & Reimplantation,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2623,بتر حول الركبة مع التفاف للفخذ مع عمل اعادة توصيل للعظام و الشرايين,Disarticulation At Knee.,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2624,تركيب حق صناعي ذو مواصفات خاصة ما بعد عملية استئصال ورم بحق مفصل الفخذ,Ice Cream Cone Prothesis Reconstruction After Resection Of Acetabular Tumors,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
UHIA-2625,تركيب مفصل صناعي تفصيلي دو مواصفات خاصة قابل للتطويل لاستبدال الاورام الخبيثة بغير البالغين,Application Of Expandable Modular Tumor Prothesis In Reconstructiuon Of Malignant Bone Tumors In Pediatrics,صفقات جراحة العظام,,,,,,,,,,,,,,,,,,
